smiles,cid
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C,5281034
C(C(=O)O)(Cl)Cl,6597
COC1=C(C=CC(=C1)CC=C)O,3314
CC1=NC=CN1,12749
C/C=C/C1=CC(=C(C=C1)O)OC,853433
C/C=C/C1=CC=C(C=C1)OC,637563
C1=CC(=CC(=C1)O)O,5054
C1=CC=C2C(=C1)C=CC(=O)O2,323
C1=CC(=C(C(=C1)O)O)O,1057
C(CN)N,3301
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,5991
CO/N=C(\C1=CC=CO1)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,5361202
CCCC(C(CC)CO)O,7211
CCCCCCCCCCCCCCCCCC(=O)O,5281
CC(=O)OCC(COC(=O)C)OC(=O)C,5541
CCOC1=CC=CC=C1C(=O)N,3282
CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,3346
C1=NC2=C(N1)C(=S)N=CN2,667490
CCC(C)(C)C1=CC=C(C=C1)O,6643
C=O,712
CC1(C2CCC(O1)(CC2)C)C,2758
C(CNCCNCCN)N,5565
CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,10255083
C/C=C/C=C/C(=O)O,643460
C=CCN=C=S,5971
CCOC(=O)C,8857
C1C(O1)CCl,7835
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,6264
CN(C)/N=N/C1=C(NC=N1)C(=O)N,135398738
C1=CC=C(C=C1)CO,244
CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,8362
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,4004
C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O)O,5281769
[NH4+].[N+](=O)([O-])[O-],22985
O.O.[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[Na+].[Na+],108005
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.O.O.O.Br,20055509
O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Co+2],61444
OS(=O)(=O)[O-].[Na+],516919
C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,9787
COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,9280
C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N.O.Cl,2723598
C1CN(C[C@@H](N1)C(=O)O)C/C=C/P(=O)(O)O,6435801
COP(=O)(C(C1=CC=C(C=C1)Cl)OP(=O)(OC)OC)OC,60910
CCC(CC)(CC(=O)NC1=CC=CC(=C1)/C=C/C2=NC(=CS2)C3CCC3)C(=O)O,6436135
CN1C2=NC=NC3=C2C(=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)C(=N1)N,65399
C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)C(=O)O,57364
C1CN(CCC1CC2=CC=C(C=C2)F)CC(C3=CC=C(C=C3)Cl)O,60703
CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CCC3=CC(=C(C=C3)OC)OC.Cl,3045335
CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,5280360
CN1CCC2=CC(=C(C=C2[C@@H]3[C@@H]1CCC4=CC=CC=C34)O)Cl,107930
COC1=C(C=C(C=C1)S(=O)(=O)N2[C@@H]([C@@](C3=C2C=CC(=C3)Cl)(C4=CC=CC=C4Cl)O)C(=O)N5CCC[C@@H]5C(=O)N)OC,60196272
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,6291
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,37768
C1=CC(=CN=C1)C(=O)N,936
C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,6253
C1=CC(=CC=C1N)[As](=O)(O)O,7389
C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)N,9060
CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C.Cl,71417
C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl.Cl,51763
C(CN)C#N.C(CN)C#N.C(=C/C(=O)O)\C(=O)O,5462653
CC(C)NC[C@H](COC1=CC=C(C=C1)CC(=O)N)O,180559
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CO)O,446727
CCN1CCC2=C(CC1)OC(=N2)N.Cl.Cl,169743
C1CN=C(N1)C2=CC3=CC=CC=C3C=C2.C(=O)(C(=O)O)O,60196273
CC(C)C[C@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O.Cl,60196274
C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O.[Na+],36605
CN1[C@@H](CCC1=O)C2=CN=CC=C2,854019
CCC1=CC(=CC=C1)N(C)C(=NC2=CC=CC3=CC=CC=C32)N.Cl,60839
COC(=O)[C@H](CC1=CC(=C(C=C1)O)O)N.Cl,10131132
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)[O-])C.O.O.[Na+],23694217
C(CC(C(F)F)(C(=O)O)N)CN.O.Cl,441361
CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,1392
CCN1C2=NC=C(C(=C2C=N1)NN=C(C)C)C(=O)OCC.Cl,37274
CCCCCCCCCCCCCCC[C@@H]([C@H](CO)N)O,3058739
C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,5983
C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl,68626
C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,18343
CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N.C(=C\C(=O)O)\C(=O)O,6435335
C1=C(NC=N1)C[C@@H](C(=O)O)N.Cl,66091
CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.O.[Br-],16738693
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl,636362
C1=CC(=CC(=C1)I)CN=C(N)N.C1=CC(=CC(=C1)I)CN=C(N)N.OS(=O)(=O)O,11957572
CC(C)NC(C)CC1=CC=C(C=C1)I.Cl,55305
CC1=CC(=C(C(=C1)C(=O)N2CCC3(CCCC3)CC2)NC(=O)C[C@H](CC(=O)[O-])C4=CC=CC5=CC=CC=C54)C.[Na+],23704140
CC1=CNN=C1.Cl,11957593
C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)N,104762
CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C.Cl,28767
C(CS)N.Cl,9082
CC[N+](CC)(CC)CCOC1=CC=C(C=C1)/C=C/C2=CC=CC=C2.[I-],6433339
C[C@@H]([C@@H](C1=C(C=CC(=C1)OC)OC)O)N.Cl,57333099
CC1=C(C(=CC=C1)C)OCC(C)N.Cl,21467
CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl,54685925
C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O,6420042
C1=CC(=CC=C1C(/C=C/C(=O)[O-])O)Cl.O.[Na+],16219744
C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,441350
CC1(CCC(CC1)NC(=O)[C@H](CCC(=O)O)N)C,3074827
C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,11079
CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,8667
CNC(=O)OCC[N+](C)(C)C.[Cl-],84605
CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3.C(=C\C(=O)O)\C(=O)O,5358907
CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=C/C(=O)O)\C(=O)O,5281064
C[C@@H]1C(=O)NC2=NC3=C(CN12)C(=CC=C3)Cl,135418296
CCCN1CCC[C@@H](C1)C2=CC(=CC=C2)O.Cl,202477
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-],9279
C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],7550
CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl,66245
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],22475
C([C@H](C(=O)O)N)O,71077
CC1=CC(=C(N1)/C=C\2/C3=CC=CC=C3NC2=O)C,5329098
COC1=C(C=C(C=C1)CCNC[C@@H](C2=CC=C(C=C2)O)O)OC,5311064
COC1=CC=CC=C1N2CCNCC2.Cl,9899402
C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,66007
CN1CCC2=CC(=C(C=C2[C@H](C1)C3=CC=CC=C3)OC)OC.C(=C\C(=O)O)\C(=O)O,6434250
CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl,5702285
CN1C=CC2=CC3=C(CCN3C(=O)NC4=CN=CC=C4)C=C21.Cl,11957707
CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl.Cl,73093
CC[N+](CC)(CC)CC.[Cl-],5946
C1CSC2=N[C@H](CN21)C3=CC=CC=C3.Cl,27944
CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,443951
C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F.Cl,11647992
C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,11957725
CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC.Cl,167980
CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl,115227
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43)C.[I-],90479420
CN(C)C/C=C(/C1=CC=C(C=C1)Br)\C2=CN=CC=C2.O.Cl.Cl,6420041
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,2871
CCNC1=NC(=NC(=N1)Cl)NCC,5216
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,3120
C1=CC(=CC=C1Cl)Cl,4685
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,727
CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,6434889
C1=CC(=C(C=C1[N+](=O)[O-])Cl)C(=O)N,2075
CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C,4767
C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl,86287518
CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,36324
CC(=O)NO,1990
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,33613
CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,1201549
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+],20933
CC1=CC(=CC(=C1Cl)C)O,2723
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],5959
CC[C@@H](C)CCCCC(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])[C@@H](C)O.[Na+].[Na+].[Na+].[Na+].[Na+],46224595
C1=CC=C2C(=C1)C3=CC=CC=C3S2,3023
C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O.C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,21653
C[C@@H]([C@@H](C1=CC=CC=C1)O)NC.Cl,65326
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,12560
CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C,13791
CC1CC(CC(N1C)(C)C)OC(=O)C(C2=CC=CC=C2)O.Cl,102428
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O.Cl,2723635
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N3C(=O)C(NC3(C)C)C4=CC=CC=C4)C(=O)[O-])C.[K+],23702555
CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,3718
C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],6883
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O,11333
C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,6279
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)[O-])C.O.[Na+],23678596
C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N,4511
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,6230
CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,83823
C1=C(C(=CC(=C1O)O)O)CCN.Cl,160157
C1=CC=C(C=C1)CC(=O)NC(=O)N,4753
CC[C@@H](C)CCCCC(=O)N[C@H](CCN)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](CCN)C(=O)N[C@@H]1CCNC(=O)C(NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)[C@@H](C)O.OS(=O)(=O)O,60196276
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,5755
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O,5834
C1=CC=C(C(=C1)CO)O,5146
C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,31307
CCCCCC(C)N.CCCCCC(C)N.OS(=O)(=O)O,44134533
CC(=O)NC1=C(C=CC(=C1)[As](=O)(O)O)O,1985
C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.[Cl-],443101
C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1,2453
C[N+](C)(C)CC(CC(=O)[O-])O.Cl,9794197
CCC(=O)C1=C(C=C(C=C1O)O)O,3362
CC(C)NNC(=O)C1=CC=NC=C1.OS(=O)(=O)O,5702132
CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O,15376
CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,1738118
C1=CC=C2C(=C1)C(=O)OC23C4C=C(C(=O)C=C4OC5=C3C=C(C(=C5)O)CN(CC(=O)O)CC(=O)O)CN(CC(=O)O)CC(=O)O,60196279
CC(=O)NCC1=C(C(=C(C(=C1I)NC(=O)C)I)C(=O)O)I,3723
C=CCSCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,2122
C1=NC2=NC=NC(=C2N1)N,190
COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC,442021
CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2.Cl,92806
CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC.Cl,3083802
CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3.Cl.Cl,33254
CC1=CC=CC=C1OCC(CO)O,4059
CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,1984
C1=CC=C2C(=C1)C(=O)NS2(=O)=O,5143
CC(=O)OC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C,9818306
CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl,92965
CC(C)C[C@@H](C(=O)O)NC(=O)C,70912
CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,2581
C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],44561
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N=C)C(=O)[O-])C.[Na+],25195407
C[C@H]1[C@H](O1)P(=O)([O-])[O-].[Ca+2],93095
CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+],23663974
C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=CC=C4,5773
C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O,6780
COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,2197
C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,124886
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,2345
C[N+](C)(C)CC(=O)O.[Cl-],11545
CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N,3092
C(C(CN)O)C(=O)O,2149
C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O,2741
CC(=O)NCCCCCC(=O)O,2005
CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],657306
CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2.Cl,5763
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O.Cl,54891
CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)C(CO)O)OCCCN(C)C)C.Cl,43261
C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,7027
C1=CC2=C(C=C1O)OC(=O)S2,72139
CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2.Cl,5702220
CN1N=C(C(=O)N=C1SCC2=C(N3C(=O)[C@H]([C@H]3SC2)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)C(=O)[O-])[O-].CN1N=C(C(=O)N=C1SCC2=C(N3C(=O)[C@H]([C@H]3SC2)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)C(=O)[O-])[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],11953897
CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.Cl,6136
CC(=O)NC1CCSC1=O,14520
CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl,2799
CC(CCCC(C)(C)O)N.Cl,10969
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,5281613
CC[C@H]([C@@H]1[C@H](C[C@@](O1)(CC)[C@H]2CC[C@@]([C@@H](O2)C)(CC)O)C)C(=O)[C@@H](C)[C@H]([C@H](C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+],6426773
CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,26133
CCOC(=O)N,5641
C1CN1P(=S)(N2CC2)N3CC3,5453
C1(=C(C(=O)C(=C(C1=O)O)O)O)O,5424
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+](=O)[O-],5334
C1CN(CCN1C(=O)CCBr)C(=O)CCBr,4842
CC1CCC(CC1)NC(=O)N(CCCl)N=O,5198
C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC\2CC3C(C(CC(O3)(CC(CC(CC(CC(CC(=O)CC(CC(=O)OC(C(/C=C/C=C/C=C/C=C/C=C/C=C/C=C2)C)C(C)CCC(CC(=O)C4=CC=C(C=C4)NC)O)O)O)O)O)O)O)O)C(=O)OC)O)N)O,9941647
CC(=O)OC1=CC=CC(=C1)O,5055
CC[C@H]([C@H]1CC[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C(=O)[O-].[Na+],23703990
C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]\5[C@@]4([C@@H](C=C(/C5=N/O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)\C)O[C@@H]1C7CCCCC7,9578507
C[C@H](CO)C1=CC2=C(C=C1)C=C(C=C2)OC,3032818
CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],14710
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,443958
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(C)C,5037
C(CSCCO)O,5447
CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,32798
CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O.Cl,66061
C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,4747
C1=CNC(=S)NC1=O,1269845
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,3365
C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@@H]2[C@@H]5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,73111
CC(=O)NC1=C(C=C(C(=C1I)C(=O)O)I)I,6806
CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl,66070
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,5656
C(CC(=O)O)C(=O)CN.Cl,123608
CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,51040
CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,15459
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,84029
CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,5090
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O.C(C(C(=O)O)O)(C(=O)O)O,16667700
CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,5311309
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,3749
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,77999
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,3961
C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,441314
