pc_result_tag,sid,cid,PUBCHEM_EXT_DATASOURCE_SMILES,activity_outcome,activity_score,activity_url,assay_data_comment,activity_summary,antagonist_activity,antagonist_potency,antagonist_efficacy,viability_activity,viability_potency,viability_efficacy,sample_source
2175,144205728,65894,C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2176,144205729,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2178,144205731,71329,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,Inconclusive,20.0,,,active agonist,active agonist,11.0053,82.03,inconclusive antagonist,5.95572,-26.9378,Sequoia
2179,144205732,5282136,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2180,144205733,71339,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1SC3CN4C=NC=[N+]4C3)C(=O)[O-])[C@@H](C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2181,144205734,11954316,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)[O-].C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)[O-].O.O.O.[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2182,144205735,119182,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,Active,51.0,,,active antagonist,active antagonist,1.58465,-56.9568,inactive,,0.0,Sequoia
2183,144205736,446596,C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2184,144205737,5281081,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,Inactive,0.0,,,inactive,inactive,,0.0,active antagonist,23.7101,-42.9553,Sequoia
2185,144205738,134669,C(CO)CSC[C@@H](C(=O)O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2186,144205739,5282474,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O.CS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2187,144205740,53398649,CN(C)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)OCC#C.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2189,144205742,5742631,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@H]4C[C@@H](C=C4)CO,Inconclusive,20.0,,,active agonist,active agonist,2.66032,88.6859,inactive,,0.0,Sequoia
2190,144205743,60855,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2192,144205745,135398508,C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2N=C(NC3=O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2193,144205746,60877,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2195,144205748,5282451,C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.[Ca+2],Active,50.0,,,active antagonist,active antagonist,0.177801,-35.2849,inactive,,0.0,Sequoia
2197,144205750,23663996,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],Inconclusive,20.0,,,active agonist,active agonist,7.4978,82.5004,inactive,,0.0,Sequoia
2198,144205751,60953,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2199,144205752,6918296,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2200,144205753,104850,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2201,144205754,3393,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2202,144205755,176870,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,Active,48.0,,,active antagonist,active antagonist,19.5704,-101.555,inactive,,0.0,Sequoia
2205,144205758,4496,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3,Inconclusive,20.0,,,active agonist,active agonist,0.455268,74.8416,active antagonist,14.9601,-52.2698,Sequoia
2206,144205759,123619,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2207,144205760,259331,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2208,144205761,35455,CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C,Inconclusive,20.0,,,active agonist,active agonist,2.37101,67.549,inconclusive antagonist,13.3332,-44.9179,Sequoia
2209,144205762,36273,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)O)C,Inconclusive,20.0,,,active agonist,active agonist,14.9601,38.9502,inactive,,0.0,Sequoia
2210,144205763,34001,C1CC(CCC1CN)C(=O)OC2=CC=C(C=C2)CCC(=O)O.Cl,Active,44.0,,,active antagonist,active antagonist,28.1796,-54.727,inactive,,0.0,Sequoia
2211,144205764,56649463,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C(=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)Cl)F.O,Inconclusive,20.0,,,active agonist,active agonist,0.00390482,115.822,inactive,,0.0,Sequoia
2212,144205765,121097,COC(=O)C1=CC=CC=C1C(=O)C2=CC=C(C=C2)OCCN3CCCCC3.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2213,144205766,20056587,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N)NC(=O)C(CN)O)O.OS(=O)(=O)O,Inconclusive,20.0,,,active agonist,active agonist,5.73149,96.4396,inactive,,0.0,Sequoia
2214,144205767,4006,CC(C)OC(=O)C(=C1SC=CS1)C(=O)OC(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2215,144205768,4770,C1=CC=C(C=C1)CCCOC(=O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2216,144205769,68873,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2217,144205770,68911,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2218,144205771,152951,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2219,144205772,444025,CCOC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl,Inconclusive,20.0,,,active agonist,active agonist,0.405758,79.5752,inactive,,0.0,Sequoia
2220,144205773,444020,C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NC(CO)CO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2221,144205774,175804,CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2224,144205777,14010333,CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O.Cl,Inactive,0.0,,,inactive,inactive,,0.0,active antagonist,22.3838,-53.7608,Sequoia
2225,144205778,3191,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2226,144205779,23663976,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)C3=CC=C(C=C3)F.[Na+],Active,47.0,,,active antagonist,active antagonist,7.4978,-57.0347,inactive,,0.0,Sequoia
2228,144205781,26650,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCCCCCC2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Scientific Exchange
2229,144205782,23680486,C1=CC=C(C=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Labotest
2230,144205783,23706211,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].O.[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Labotest
2231,144205784,50248,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,Active,46.0,,,active antagonist,active antagonist,23.7101,-75.279,inactive,,0.0,InterBioScreen
2233,144205786,3778,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Timtec
2235,144205788,65947,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C,Inconclusive,20.0,,,active agonist,active agonist,0.37578,24.9454,inactive,,0.0,InterBioScreen
2236,144205789,60164,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,Active,55.0,,,active antagonist,active antagonist,0.0105909,-36.0729,inactive,,0.0,Sequoia
2237,144205790,135400182,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2238,144205791,2187,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,Active,62.0,,,active antagonist,active antagonist,0.390482,-91.6378,inactive,,0.0,Sequoia
2239,144205792,4410,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2240,144205793,71489,C[N+]1(CCCCC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N.[Br-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2241,144205794,69155711,C[C@@H](C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive antagonist,,,Sequoia
2242,144205795,5282402,CN(C)CC/C=C\1/C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2243,144205796,60871,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2244,144205797,23663992,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O.[Na+],Active,50.0,,,active antagonist,active antagonist,0.133332,-31.6632,inactive,,0.0,Sequoia
2245,144205798,91274,CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2246,144205799,441401,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2247,144205800,71916,COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2248,144205801,135398748,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2250,144205803,444008,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Sequoia
2252,144205805,54585,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,active antagonist,29.8493,-30.0871,Sequoia
2253,144205806,60196291,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(=O)N)NC(=O)[C@@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,NeoSystem
2255,144205808,14888,[O-2].[O-2].[O-2].[As+3].[As+3],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2256,144205809,71384,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,NCI
2257,144205810,454216,CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)NC(=O)C(F)(F)F)O,Inconclusive,20.0,,,active agonist,active agonist,2.87255,69.2814,active antagonist,7.4978,-28.3839,NCI
2258,144205811,3033226,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
2259,144205812,2898,CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Bosche
2260,144205813,16219127,CCN(CC)CCC1=C(C2=C(C(=C(C=C2)OCC(=O)OCC)Cl)OC1=O)C.Cl,Inconclusive,20.0,,,active agonist,active agonist,24.6377,44.4925,inactive,,0.0,SIGMA
2261,144205814,17756794,C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)[O-])O.[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,9.43918,20.7413,BIOMOL
2262,144205815,54343,C1=CC(=CC=C1CCNS(=O)(=O)C2=CC=C(C=C2)Cl)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2263,144205816,157313,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2264,144205817,6918305,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@](C4)(C)O)C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2265,144205818,38102,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2266,144205819,11705034,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N.Cl.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2267,144205820,129228,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2269,144205822,5502,CCC1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2271,144205824,16051941,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0.0,active antagonist,23.7101,-90.6171,SIGMA
2272,144205825,9838712,C[C@H](C1=CC=C(C=C1)CC(C)C)C(=O)NS(=O)(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2273,144205826,59708,CCC(C(=O)N)N1CCCC1=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
2274,144205827,9386,C12(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(C(C(C2(F)F)(F)F)(F)F)(F)F)F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2275,144205828,7147,CCC(C1=CC=CC=C1)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2276,144205829,7291,C(C(CS)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2277,144205830,8089,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2278,144205831,3571582,C=CC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2279,144205832,444539,C1=CC=C(C=C1)/C=C/C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2281,144205834,9528,C(C(F)(F)F)OCC(F)(F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2282,144205835,1018,C1=CC=NC(=C1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2283,144205836,2734672,C1=CN(N=C1)C(=N)N.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2284,144205837,16683095,C(=O)(O[Bi]=O)O[Bi]=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2285,144205838,7533,C1CCC(CC1)NS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2286,144205839,3730,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2287,144205840,2733208,COC(=O)[C@H](CS)N.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2289,144205842,23674,CCOC1=C2C(=C(C=C1)S(=O)(=O)O)C=CC=N2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2290,144205843,261501,CCOC(=O)C1=CC(=CC=C1)N.CS(=O)(=O)O,Inconclusive,20.0,,,active agonist,active agonist,18.1246,61.9927,inconclusive agonist,,,FLUKA
2291,144205844,28145,[NH4+].[NH4+].F[Si-2](F)(F)(F)(F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2292,144205845,11914,C1=CC=C(C=C1)[C@H](C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2293,144205846,8926,CCCCCCCCCCCCCCCCN,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2294,144205847,6494,CCC(C)(C#C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2295,144205848,5497,CCN(CC)C(=O)C1=CN=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2296,144205849,220401,CN[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2297,144205850,37511,CC(CN(C)C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2298,144205851,71648,COC1=CC(=CC(=C1)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2299,144205852,69188,CCOC(=O)C1=CN=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2300,144205853,16682993,CC(=O)O[Al]OC(=O)C.O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2301,144205854,2723617,CCOC(=O)[C@H](CS)N.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2304,144205857,99288,CC[C@@H](C)[C@@H](C(=O)O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2305,144205858,11474,C1=CC=NC(=C1)CO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2306,144205859,19958,C1=CC(=CC=C1N=C=S)N=C=S,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2307,144205860,62330,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2308,144205861,70914,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2309,144205862,10982,CC(C)CCCC(C)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2310,144205863,93176,C1[C@H](NCS1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2312,144205865,14776,O=[Bi]O[Bi]=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2313,144205866,5315892,C1=CC=C(C=C1)/C=C/CO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2314,144205867,440966,CC1([C@H]2CC[C@H](C2)C1=C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2315,144205868,68651,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].O.O.[Ca+2],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2316,144205869,439240,C1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2317,144205870,863,C1CSSC1CCCCC(=O)N,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,21.1317,47.7213,FLUKA
2318,144205871,7191,C1=CC=C(C=C1)COC(=O)C2=CN=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2319,144205872,16976,C1=CC(=C[N+](=C1)[O-])C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2320,144205873,5756,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2321,144205874,62827,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC.[Cl-],Inactive,0.0,,,inactive,inactive,,0.0,inconclusive agonist,,,FLUKA
2323,144205876,9810212,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)Br)[O-])Br)Br)[O-])Br.[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0.0,active antagonist,9.0838,-151.145,Labotest
2324,144205877,16682738,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2325,144205878,31018,C1=CC(=CN=C1)CN,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2328,144205881,9639,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2329,144205882,5273469,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2330,144205883,8567,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,FLUKA
2332,144205885,6324663,C[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
