cid,clean_smiles
2005,CC(=O)NCCCCCC(=O)O
657306,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
5763,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
54891,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
43261,CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1C(O)CO
7027,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
72139,O=c1oc2cc(O)ccc2s1
5702220,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1
11953897,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1
6136,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1
14520,CC(=O)NC1CCSC1=O
2799,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
10969,CC(N)CCCC(C)(C)O
5281613,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O
6426773,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C
26133,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
5641,CCOC(N)=O
5453,S=P(N1CC1)(N1CC1)N1CC1
5424,O=C1C(O)=C(O)C(=O)C(O)=C1O
5334,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1
4842,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
5198,CC1CCC(NC(=O)N(CCCl)N=O)CC1
9941647,CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)OC)C(CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2C)O3)cc1
5055,CC(=O)Oc1cccc(O)c1
23703990,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
9578507,CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@]43O)O[C@@H](C)[C@@H]1O
3032818,COc1ccc2cc([C@H](C)CO)ccc2c1
14710,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
443958,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
5037,Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C
5447,OCCSCCO
32798,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
66061,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1
4747,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
1269845,O=c1cc[nH]c(=S)[nH]1
3365,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
73111,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O
6806,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I
66070,Cc1cccc(C)c1NC(=O)C1CCCCN1C
5656,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
123608,NCC(=O)CCC(=O)O
51040,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1
15459,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
84029,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
5090,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
16667700,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
5311309,CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
3749,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
77999,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
3961,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
441314,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
3034010,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
119607,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
101526,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
60560,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
3324,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
150311,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
123606,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
130881,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
5282242,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1
5284633,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@@H](C(=O)O)C(C)C
64764,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
5486699,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
13789,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1
65999,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
5484727,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
3002190,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
60857,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
135511839,COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-]
71815,Cc1ncc([N+](=O)[O-])n1CC(C)O
119525,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
5042,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1
60196281,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC
56207,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O
666418,CCCc1cc(C(N)=S)ccn1
2577,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
18087,Cc1[nH]c(C)c(Cl)c(=O)c1Cl
3599,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
9556529,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
54360,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
4236,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
5732,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
5284627,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1
9588170,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
16759173,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21
5486971,CC(C)C[C@H](CN)CC(=O)O
9881626,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3
60699,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
16667738,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
135409453,CCCCCN=C(N)N/N=C/c1c[nH]c2ccc(OC)cc12
23725082,C=CC1=C(C)C2=CC3=NC(=C(CC(=O)[O-])C4=NC(=C(C)C4=C([O-])[O-])C=c4[n-]c(c(C)c4CC)=CC1=N2)C(CCC(=O)[O-])C3C
10206,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C
5475,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2
6708773,O=C(CCCCCCCCCCCCC1CCCC1)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCCCCCCCCCCCC3CCCC3)cc2)cc1
6293,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O
9377,CC(N)Cc1ccc(O)cc1
69301,COc1cc(OC)cc(OC)c1
1549992,CC(C)=CCC[C@@](C)(O)[C@H]1CC=C(C)CC1
86472,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
6975516,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12
12305761,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21
470999,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1
60196282,CC(=O)N[C@H]1[C@@H](OC2C(C(=O)[O-])O[C@@H](OC3[C@H]4CO[C@H](O4)[C@H](NS(=O)(=O)[O-])[C@H]3O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O[C@@H]2CC(C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4OC(C(=O)[O-])=C[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@@H]1C
60198,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
16315,C=CCSSSCC=C
3058754,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F
68093,CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O
969516,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
60196284,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
94154,OC[C@@H](O)C(O)[C@H](O)CO
440936,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
26447,CC(C)[C@@H]1CC[C@@H](C)CC1=O
135398638,O=c1[nH]cnc2nc[nH]c12
10712,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
179651,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13
222284,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
3681,CCCCCCCCCCCCCCCCCCOCC(O)CO
137319715,CN1CC(=O)NC1=N
23677058,C=CCC1(C(C)CCC)C(=O)N=C([S-])NC1=O
197066,CN(C)CCN(Cc1ccccc1)c1ccccn1
64782,C[C@@H]([C@H](O)c1ccccc1)N(C)C
135398641,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
6738,Cc1cccc(C(=O)O)c1O
20054942,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3OC4(O[C@H]23)O[C@H](C(N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O
60496,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl
3515,Cc1ccc(C(C)C)cc2c(C)ccc1-2
5284507,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C
5358,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
57507834,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
441082,C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C
3747,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
5281227,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O
5078,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
146571,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
5002,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
222786,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
64715,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
9855548,CNCc1ccccc1
71777,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl
20055083,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-]C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])O[C@H]4[C@@H](O)[C@@H](n5cnc6cc(C)c(C)cc65)O[C@@H]4CO)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O
294641,N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1
5282521,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC
23714647,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
5161,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
454937,OC[C@H]1OC([S-])[C@H](O)[C@@H](O)[C@@H]1O
60196285,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCCN=C(N)N)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1
17513,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
2734952,NN=C(N)N
23681107,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O
5388977,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C
4737,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
135398745,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
5280489,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
676166,OC[C@H]1O[C@@H](n2cnc3c(=S)nc[nH]c32)[C@H](O)[C@@H]1O
135398658,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1
5789,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
1050,Cc1ncc(CO)c(C=O)c1O
5816,CNC[C@H](O)c1ccc(O)c(O)c1
131204,CC(C)(CO)[C@@H](O)C(=O)NCCCO
63047,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
52994022,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
2712,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1
5734,NS(=O)(=O)Cc1noc2ccccc12
16757820,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1
25051,N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12
4616,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
8364,CCCCC(CC)COC(=O)c1ccccc1O
64710,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1
50942,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
6024,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
60464,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
27661,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
19648,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O
23663400,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O
73339,Nc1ccn([C@H]2CS[C@@H](CO)O2)c(=O)n1
15232,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
63013,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1
443831,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
1549008,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
9885981,O=C1OC2(c3ccc([O-])cc3Oc3cc([O-])ccc32)c2ccccc21
6057,N[C@@H](Cc1ccc(O)cc1)C(=O)O
5997,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
23894,CC(O)(P(=O)([O-])O)P(=O)([O-])O
444254,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
442460,CC(=O)O[C@@H]1CC2CCC1(C)C2(C)C
11876263,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
8271,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
4506,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
8633,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
854026,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2
5284557,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
67406,CC(=O)Oc1cccc(C)c1
31264,CC1OC(C)OC(C)O1
2682,CCCCCCCCCCCCCCCCO
8221,CCCCCCCCCCCCCCCCCCO
12620,CCCCCCCCCCCCCCCCCCCCCCO
1110,O=C(O)CCC(=O)O
6989,Cc1ccc(C(C)C)c(O)c1
2707,OC(O)C(Cl)(Cl)Cl
7814,Nc1ccc(N)cc1
7456,COC(=O)c1ccc(O)cc1
7393,CC(C)(C)c1ccc(O)cc1
60962,NNc1ccccc1
7187,O=C(OOC(=O)c1ccccc1)c1ccccc1
16666,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
16846,CCCOC(=O)c1ccccc1
6982,Cc1cc(O)c(C(C)C)cc1Cl
61574,CCCCCCCCCCCCSCCOCCO
6518,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
40326,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
6282,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21
5977,CC(C)(O)C(Cl)(Cl)Cl
68310,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
25495,O=C(OC[C@H]1O[C@](O)(COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1
61002,NC(=O)NNc1ccccc1
12478,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
8522,Cc1c(I)c(=O)n(-c2ccccc2)n1C
23706212,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O
19988,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O
12305037,NC[C@H](O)c1ccc(O)c(O)c1
3487,CCC1(c2ccccc2)CCC(=O)NC1=O
892,OC1C(O)C(O)C(O)C(O)C1O
11850,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
6503,NC(CO)(CO)CO
6651,CC1(O)CCC(C(C)(C)O)CC1
5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
288216,O=c1[nH]c(=O)n([C@H]2CCCO2)cc1F
2294,CCC1(CC)C(=O)NC(=O)NC1=O
8269,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1
10230,NNc1nnc(NN)c2ccccc12
5483,CC(S)C(=O)NCC(=O)O
5284607,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
5634,C=CCCCCCCCCC(=O)O
1080,NC(CSCC(=O)O)C(=O)O
5281915,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O
3608,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
876,CSCCC(N)C(=O)O
4674,NCCC(O)(P(=O)(O)O)P(=O)(O)O
9330,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
1549789,COc1ccc(/C=C/C(=O)OCCC(C)C)cc1
92876,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
15103,C[Se]CCC(N)C(=O)O
3958,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
3037556,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
9564,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1
699414,COc1ccc(/C=C/C(=O)O)cc1
11061,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1
7183,CCOc1ccc(C(=O)OCCN(CC)CC)cc1
5480,CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2
337359,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1
60490,CC(c1cc2ccccc2s1)N(O)C(N)=O
38409,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
5281078,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
10885665,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
17756783,C=C(Nc1ccc(OCC)cc1)Nc1ccc(OCC)cc1
33255,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
2118,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
15558682,COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@H]1OC(=O)c1ccccc1)N2C
71563,CC(C)[C@@H](N)C(=O)O
2724368,Nc1ccc(C(=O)[O-])c(O)c1
3337,CCNC(C)Cc1cccc(C(F)(F)F)c1
5876,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
