PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
2921,144206474.0,6918222.0,CO/N=C(\C1=NSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-].Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2922,144206475.0,60196337.0,CO/N=C(\C1=NSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-].OS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2923,144206476.0,23688977.0,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CN3C=NN=N3)C(=O)[O-])CSC4=NN=CS4.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2924,144206477.0,9270.0,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(C#C)OC(=O)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2925,144206478.0,441348.0,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2926,144206479.0,214348.0,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,29.8493,-51.6678,active antagonist,31.0171,-45.8022,ACC
2927,144206480.0,5362115.0,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2928,144206481.0,236702.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,Inconclusive,20.0,,,active agonist,active agonist,0.0219584,103.355,inactive,,0,ACC
2929,144206482.0,91670.0,CCCCC(=O)OCC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C,Inconclusive,20.0,,,active agonist,active agonist,0.00334915,81.2997,inactive,,0,ACC
2930,144206483.0,62581.0,CCCCCCCC[N+](C)(C)CCCCCCCC.[Cl-],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,28.7255,-85.1482,inconclusive antagonist,23.7101,-45.5876,ACC
2931,144206484.0,3307.0,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,Inconclusive,20.0,,,active agonist,active agonist,23.7101,76.1296,inactive,,0,ACC
2932,144206485.0,14257662.0,C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=CC=C4)N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2933,144206486.0,3395.0,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC(C)OC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2934,144206487.0,214356.0,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)OP(=O)(O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2935,144206488.0,9845819.0,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCC2CCCO2)/C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2936,144206489.0,5282164.0,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2937,144206490.0,16052011.0,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,,,ACC
2938,144206491.0,636398.0,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)CC,Inconclusive,20.0,,,active agonist,active agonist,11.0053,111.462,inactive,,0,ACC
2939,144206492.0,60196338.0,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O.C(C(C(=O)O)O)(C(=O)O)O,Inconclusive,20.0,,,active agonist,active agonist,6.18872,83.3813,active antagonist,23.7101,-41.1347,ACC
2940,144206493.0,164457.0,CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2941,144206494.0,47462.0,C1=CC=C(C(=C1)C(=O)[O-])NC2=C(C=CC(=C2)Cl)C(=O)[O-].[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2942,144206495.0,3003141.0,C1[C@H](S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=C(C=C(C=C3)Cl)Cl,Active,58.0,,,active antagonist,active antagonist,1.61535,-97.2101,inactive,,0,ACC
2943,144206496.0,,,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2944,144206497.0,171808.0,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC[C@H](O3)CNC)N)N)N)O.OS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2945,144206498.0,26383.0,CCCCC1=CC2=C(C=C1OCC3=CC=CC=C3)NC=C(C2=O)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2946,144206499.0,217048.0,CCN(CC)C1=CC(=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)N(C)C)S(=O)(=O)NCC[N+]3=CC=CC=C3.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2947,144206500.0,3083870.0,CC(CN1C2=CC=CC=C2S(=O)(=O)C3=CC=CC=C31)CN(C)C.Cl,Inactive,0.0,,,inactive,inactive,,0,active antagonist,25.6016,-38.3283,ACC
2948,144206501.0,20055528.0,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCN[C@@H](C)C7=CC=CC=C7)O.OS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2949,144206502.0,40703.0,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-],Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,11.2185,-30.0777,inactive,,0,ACC
2950,144206503.0,51051629.0,C1=C(NC=N1)C[C@@H](C(=O)O)[N-]C(=O)CCN.[Zn],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2951,144206504.0,80278.0,C(C(COP(=O)([O-])[O-])O)O.[K+].[K+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2952,144206505.0,4887.0,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2953,144206506.0,,,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,9.99848,25.0826,inactive,,0,ACC
2954,144206507.0,56704.0,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2.Cl,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,,,ACC
2955,144206508.0,9833444.0,CSCC[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N)NC(=O)[C@H](CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)[C@H](CC(=O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2956,144206509.0,443984.0,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)[O-])C.[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2957,144206510.0,6634.0,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2958,144206511.0,5344.0,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2959,144206512.0,60751.0,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,Inconclusive,10.0,,,inconclusive agonist (cytotoxic),inconclusive agonist,9.99848,58.8388,active antagonist,28.7255,-127.976,ACC
2960,144206513.0,5282199.0,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)/C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2961,144206514.0,60936.0,C1=CC(=CC=C1SC(P(=O)(O)[O-])P(=O)(O)[O-])Cl.[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2962,144206515.0,54682461.0,CCC[C@]1(CC(=C(C(=O)O1)[C@H](CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2963,144206516.0,4659569.0,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2964,144206517.0,9938056.0,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)CCC(=O)OCCO)C,Inactive,0.0,,,inactive,inactive,,0,inconclusive,,,ACC
2965,144206518.0,54693468.0,C1=CC=C(C(=C1)C(=O)O)[O-].C1=CC=C(C(=C1)C(=O)O)[O-].[Zn+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2966,144206519.0,3033690.0,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])SC3=CC=CC=C3.C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])SC3=CC=CC=C3.[Ca+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2967,144206520.0,5380.0,CCCCOC(=O)C(=O)NC1=CC=CC(=C1)C2=NNN=N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2968,144206521.0,37497.0,CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ACC
2969,144206522.0,392622.0,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,Inconclusive,20.0,,,active agonist,active agonist,28.7255,45.6204,inactive,,0,AKos
2970,144206523.0,4744.0,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,10.5909,-35.7985,inconclusive antagonist,28.1796,-75.7604,AKos
2971,144206524.0,56330.0,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2972,144206525.0,60196339.0,CCC(CC(C)CCNCC(CNCC(C)CC(CC)CN)O)CN.Cl.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2973,144206526.0,60196341.0,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC\4(C(C5C6(C(C(C(=N6)/C(=C\7/C(C(C(=N7)/C=C\8/C(C(C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,19.5704,-111.652,active antagonist,21.1317,-89.6401,APAC
2974,144206527.0,3003141.0,C1[C@H](S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=C(C=C(C=C3)Cl)Cl,Active,59.0,,,active antagonist,active antagonist,0.980846,-91.8381,inactive,,0,APAC
2975,144206528.0,26618.0,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2976,144206529.0,5489012.0,C[C@@H]([C@@H](C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC.Cl,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,31.618,44.5511,inactive,,0,APAC
2977,144206530.0,39324.0,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O.Cl,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,28.1796,-38.8211,APAC
2978,144206531.0,46705423.0,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](C[C@@H](C3=C)O)O)C,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,,,inconclusive antagonist,25.1151,-31.3645,APAC
2979,144206532.0,21826.0,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)COC(=O)CC(C)(C)C)CCC5=CC(=O)C=C[C@@]53C)F)O,Inconclusive,20.0,,,active agonist,active agonist,0.0530804,94.4828,inactive,,0,APAC
2980,144206533.0,60946.0,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O.O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2981,144206534.0,6850814.0,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3(C[C@H]2C(=O)O)SCCS3.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2982,144206535.0,19861.0,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2983,144206536.0,5282182.0,CC(=CCC/C(=C/CC/C(=C/CCC(=O)OC/C=C(\C)/CCC=C(C)C)/C)/C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2984,144206537.0,5282422.0,CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl.C(=C/C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2985,144206538.0,151075.0,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2986,144206539.0,157920.0,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,0.0501111,-20.1042,inactive,,0,APAC
2987,144206540.0,5281104.0,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2988,144206541.0,5284533.0,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)O,Inconclusive,20.0,,,active agonist,active agonist,0.390482,49.0751,inactive,,0,APAC
2989,144206542.0,3002119.0,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCC2CCCO2)/C,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,26.6032,-117.64,active antagonist,32.2305,-36.9538,APAC
2990,144206543.0,444021.0,CC1=CC=C(C=C1)S(=O)(=O)O.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)OCOC(=O)[C@H]4C(S(=O)(=O)[C@H]5N4C(=O)C5)(C)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2991,144206544.0,8980.0,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2992,144206545.0,68741.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC=C4[C@@]3(CCC(=C4)C(=O)O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2993,144206546.0,60613.0,C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2994,144206547.0,157690.0,C[C@@H]1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F.CS(=O)(=O)O.O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2995,144206548.0,15008962.0,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2996,144206549.0,16052015.0,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)OC3C4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)OP(=O)(O)O)OC)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2997,144206550.0,441244.0,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2998,144206551.0,60754.0,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
2999,144206552.0,60754.0,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3000,144206553.0,12019456.0,C[C@@H]([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](C[C@@H](C3=C)O)O)C)OCCC(C)(C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3001,144206554.0,2225.0,CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,27.644,-111.418,active antagonist,28.7255,-90.3903,APAC
3002,144206555.0,134018.0,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,Inconclusive,20.0,,,active agonist,active agonist,0.0361632,78.9721,inactive,,0,APAC
3003,144206556.0,71310.0,CCC1(CC2=CC=CC=C2C1)C3=CN=CN3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3004,144206557.0,5281065.0,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.C(=C/C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3005,144206558.0,43231.0,C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3006,144206559.0,208898.0,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,31.0171,-126.503,active antagonist,29.8493,-94.6982,APAC
3007,144206560.0,441199.0,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3008,144206561.0,443868.0,CC1=C([C@@H](C(=C(N1)C)C(=O)O[C@H]2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,,,inconclusive antagonist,29.8493,-62.9343,APAC
3009,144206562.0,656602.0,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCF.[Br-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3010,144206563.0,60196343.0,C[C@@H]1CN(CCN1[C@H](COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C.C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3011,144206564.0,154256.0,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O,Active,90.0,,,active antagonist,active antagonist,0.0203361,-136.394,inconclusive antagonist,3.1618,-45.0461,APAC
3012,144206565.0,65332.0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CC[N+](CC4)(C)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)N6CC[N+](CC6)(C)C)C.[Br-].[Br-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3013,144206566.0,5284514.0,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3014,144206567.0,23665728.0,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3015,144206568.0,23665728.0,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3016,144206569.0,11658860.0,C[C@H]1CNCCC2=C1C=C(C=C2)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3017,144206570.0,54671008.0,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3018,144206571.0,56031.0,CC1=C(C(=CC=C1)CC2=CN=CN2)C.Cl,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,5.30804,-54.8598,inactive,,0,APAC
3019,144206572.0,164457.0,CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3020,144206573.0,60196338.0,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O.C(C(C(=O)O)O)(C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3021,144206574.0,3395.0,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC(C)OC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3022,144206575.0,62581.0,CCCCCCCC[N+](C)(C)CCCCCCCC.[Cl-],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,27.644,-75.713,active antagonist,32.2305,-30.5574,APAC
3023,144206576.0,60714.0,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3024,144206577.0,68654.0,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)[O-])C3=CC=C(C=C3)OS(=O)(=O)[O-].[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3025,144206578.0,229295.0,CCCCCCC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,APAC
3026,144206579.0,6918580.0,CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.C1=CC2=C(C=CC=C2S(=O)(=O)[O-])C(=C1)S(=O)(=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3027,144206580.0,6918580.0,CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.CC(C(=O)OCC[N+](C)(C)C)OC(=O)C.C1=CC2=C(C=CC=C2S(=O)(=O)[O-])C(=C1)S(=O)(=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
